kucode,pref_id,district_name,total_pop,foreigners,pct_foreigners,kuname_x,就業者数_0_総数,就業者数_A_農業，林業,就業者数_01_うち農業,就業者数_B_漁業,就業者数_C_鉱業，採石業，砂利採取業,就業者数_D_建設業,就業者数_E_製造業,就業者数_F_電気・ガス・熱供給・水道業,就業者数_G_情報通信業,就業者数_H_運輸業，郵便業,就業者数_I_卸売業，小売業,就業者数_J_金融業，保険業,就業者数_K_不動産業，物品賃貸業,就業者数_L_学術研究，専門・技術サービス業,就業者数_M_宿泊業，飲食サービス業,就業者数_N_生活関連サービス業，娯楽業,就業者数_O_教育，学習支援業,就業者数_P_医療，福祉,就業者数_Q_複合サービス事業,就業者数_R_サービス業（他に分類されないもの）,就業者数_S_公務（他に分類されるものを除く）,就業者数_T_分類不能の産業,就業者数_R1_（再掲）第1次産業,就業者数_R2_（再掲）第2次産業,就業者数_R3_（再掲）第3次産業,kuname_y,人口_総数,人口_0～4歳,人口_5～9歳,人口_10～14歳,人口_15～19歳,人口_20～24歳,人口_25～29歳,人口_30～34歳,人口_35～39歳,人口_40～44歳,人口_45～49歳,人口_50～54歳,人口_55～59歳,人口_60～64歳,人口_65～69歳,人口_70～74歳,人口_75～79歳,人口_80～84歳,人口_85～89歳,人口_90～94歳,人口_95～99歳,人口_100歳以上,人口_年齢「不詳」,人口_（再掲）15歳未満,人口_（再掲）15～64歳,人口_（再掲）65歳以上,人口_（再掲）75歳以上,人口_（再掲）85歳以上,人口_（再掲）20～69歳
1410,14,神奈川10区,404084,17978,0.044490749448134546,神奈川10区,190053,197,191,4,22,15186,25629,916,18904,16741,25982,4549,5409,8902,10369,5736,5536,18157,665,15479,3366,8304,201,40837,140711,神奈川10区,404084,16263,15943,15526,15039,20673,27129,27866,29363,30989,34387,28953,23413,19481,20408,22336,17245,12709,8556,3933,986,179,12707,47732,257293,86352,43608,13654,262662
1411,14,神奈川11区,430147,5375,0.012495728204544029,神奈川11区,191520,3053,3048,593,9,14000,17636,925,6106,11041,27403,3342,4047,6557,10943,7086,9247,26497,1233,17430,18511,5861,3646,31645,150368,神奈川11区,430147,12334,15047,16838,20853,21298,17545,18863,21523,26212,33899,30747,27162,25080,29273,36391,30608,22262,14817,6526,1719,289,861,44219,243182,141885,76221,23351,251602
1412,14,神奈川12区,485253,6055,0.012478026926160167,神奈川12区,221229,2383,2366,42,16,14160,34859,808,11505,11321,33657,5044,6564,11137,12050,7785,12150,28060,925,15035,6458,7270,2425,49035,162499,神奈川12区,485253,19225,21519,22224,22974,24098,22597,24514,29807,35312,41758,37299,30814,24518,25890,31069,25375,18470,11844,5402,1447,270,8827,62968,293691,119767,62808,18963,296607
1413,14,神奈川13区,445705,11665,0.02617201960938289,神奈川13区,188470,1226,1214,6,10,14833,26094,631,9405,12977,30394,3715,5451,7350,10006,6568,8221,23690,801,14849,5866,6377,1232,40937,139924,神奈川13区,445705,16195,18294,19476,20271,22496,22429,23505,26033,30597,38092,34171,27331,22432,23970,29659,25683,18583,10684,4528,1180,174,9922,53965,267357,114461,60832,16566,271056
1414,14,神奈川14区,486989,10851,0.022281817453782323,神奈川14区,218830,1651,1554,11,37,16136,37854,640,8180,17779,32222,3245,5347,8165,10448,8238,10751,26897,1323,16177,6150,7579,1662,54027,155562,神奈川14区,486989,16042,19147,20646,22439,26074,23564,24166,27732,32668,40614,36281,30555,26404,30001,34909,28053,18597,10182,4436,1158,186,13135,55835,290497,127522,62612,15962,298059
1415,14,神奈川15区,532445,6609,0.012412549653015805,神奈川15区,230368,2693,2662,60,21,14520,38653,830,9295,13380,36415,4828,5876,10085,12505,8766,11768,28712,1045,16458,6803,7655,2753,53194,166766,神奈川15区,532445,18556,21838,23567,25074,25608,22221,24279,30231,36690,44195,40589,34202,29650,32464,38664,31360,22838,14306,6504,1814,295,7500,63961,312739,148245,77117,22919,320129
1416,14,神奈川16区,462001,12223,0.02645665269122794,神奈川16区,210733,2928,2880,12,24,12703,39757,621,7219,18008,29604,3167,5020,11383,10509,6740,9991,25010,1255,14804,5479,6499,2940,52484,148810,神奈川16区,462001,16655,18692,20128,22168,24898,24413,24436,27703,32244,39254,34541,28108,23679,27459,32436,25644,17262,9600,4212,1137,176,7156,55475,281444,117926,58031,15125,286735
1417,14,神奈川17区,526496,7516,0.014275512064669057,神奈川17区,243340,5674,5463,121,103,15313,42903,1054,6675,15136,36197,4235,4782,8861,18781,9224,11153,30204,1617,16972,7273,7062,5795,58319,172164,神奈川17区,526496,15289,19252,21556,24092,25653,21146,22419,27099,32585,40225,37551,33951,31756,36953,44011,34724,24752,15760,7269,2016,305,8132,56097,296477,165790,84826,25350,309338
1418,14,神奈川18区,498011,9925,0.019929278670551453,神奈川18区,241822,671,660,8,37,12606,28694,896,33912,9987,34140,9257,8809,15914,11897,8185,11578,23984,731,17582,5381,7553,679,41337,192253,神奈川18区,498011,22726,20954,19731,19900,29304,37773,38083,39487,40169,43559,38139,29876,21382,19784,21291,16213,11827,8187,3918,1039,163,14506,63411,337672,82422,41347,13307,337556
1419,14,神奈川19区,446860,6507,0.0145616076623551,神奈川19区,204996,1533,1528,5,30,13211,23376,667,18261,9712,34646,7766,7405,12665,10242,7080,10245,23164,723,14519,3617,6129,1538,36617,160712,神奈川19区,446860,18845,22267,22606,23093,25055,21884,22757,28462,33693,39983,39023,31593,22074,19788,21985,17641,13105,8323,3664,991,174,9854,63718,287617,85671,43898,13152,284312
1420,14,神奈川20区,413736,8271,0.01999100875920877,神奈川20区,180493,901,893,12,10,12292,23637,510,10210,11395,27783,3866,5276,8789,9128,6453,9831,24234,684,13843,5413,6226,913,35939,137415,神奈川20区,413736,14257,15461,16473,17501,22386,21759,21838,24432,28307,34142,32060,26555,21596,22763,26779,22883,16936,9748,4062,1079,180,12539,46191,250576,104430,54888,15069,255838
1501,15,新潟1区,434255,2882,0.00663665357911826,新潟1区,207680,6586,6502,523,180,17803,20559,1417,5278,11192,36740,5904,4309,6645,11825,7645,10716,30615,1644,14148,9668,4283,7109,38542,157746,新潟1区,434255,14958,16729,17578,18259,17819,20050,22340,24891,29220,33242,29337,26862,25861,28674,32142,23624,19387,14199,7196,2181,347,9359,49265,247881,127750,66934,23923,258296
1502,15,新潟2区,474855,2472,0.005205799665160944,新潟2区,237536,11317,11234,40,126,17731,49563,1034,3184,11036,42108,4755,2525,5705,10481,7560,11407,30967,2329,12643,6771,6254,11357,67420,152505,新潟2区,474855,15329,18429,19786,21551,20596,18609,22061,26006,30743,34193,30629,30095,31020,35901,37172,27113,22712,16261,8274,2298,414,5663,53544,265503,150145,77072,27247,279853
1503,15,新潟3区,446769,2843,0.006363467474242841,新潟3区,219560,14357,14005,294,291,23504,42523,1282,1971,11618,31955,3191,1854,4006,9585,7758,8887,29329,2483,12380,7418,4874,14651,66318,133717,新潟3区,446769,13787,17211,18348,20116,16893,16965,20268,23590,27723,29769,27451,28195,30547,36715,37285,25973,22789,17200,9203,2530,406,3805,49346,241517,152101,78101,29339,258116
1504,15,新潟4区,430288,3300,0.007669281969285687,新潟4区,208982,7168,7074,323,343,19618,47256,2400,2494,9198,32341,4039,2174,4498,9364,7336,9883,27175,2414,11517,6059,3382,7491,67217,130892,新潟4区,430288,14056,16748,18347,18778,16703,17271,20009,23481,27875,30864,27297,26830,28512,32661,34151,24550,20804,15635,8386,2433,391,4506,49151,237620,139011,72199,26845,251503
1505,15,新潟5区,415105,3531,0.008506281543224003,新潟5区,210652,14786,14377,325,369,24124,38197,1216,1434,7951,28481,2826,2151,4221,12687,7472,8897,29219,3388,11637,7894,3377,15111,62690,129474,新潟5区,415105,12884,15620,17670,16861,13235,15559,17852,21220,25123,27608,25971,25918,29049,34386,34561,25360,22047,17196,9773,3107,498,3607,46174,218396,146928,77981,30574,235921
1601,16,富山1区,321666,5157,0.016032157579601202,富山1区,162309,2510,2452,120,50,13022,32183,1901,3942,6779,25191,4709,2717,4946,8572,5697,8639,20491,1041,10649,4928,4222,2630,45255,110202,富山1区,321666,11510,12312,13053,14316,15318,14982,15980,17631,20873,25907,21515,18955,17650,19956,25012,19443,14099,9821,4941,1440,229,6723,36875,183127,94941,49973,16431,188767
1602,16,富山2区,286989,3351,0.011676405715898518,富山2区,147834,5517,5331,284,87,12830,42623,1108,2085,6026,18086,2420,1196,3014,6145,4470,5758,19479,1550,8466,3834,2856,5801,55540,83637,富山2区,286989,9111,10679,12489,12881,10816,11823,12553,14755,18119,22352,19081,17889,17607,20409,24319,17982,13558,10381,5440,1487,238,3020,32279,157876,93814,49086,17546,165404
1603,16,富山3区,426159,7818,0.018345265499496666,富山3区,218818,6591,6311,409,103,17723,53475,1458,3063,10859,33170,4120,2197,4858,9433,7073,9682,29395,2433,12212,5886,4678,7000,71301,135839,富山3区,426159,13230,15520,17273,17998,16101,16697,18096,21370,26474,32386,26596,25275,26056,30608,38578,27242,20469,15883,8482,2564,427,8834,46023,227049,144253,75067,27356,239659
1701,17,石川1区,463254,4798,0.010357169069236316,石川1区,222028,2613,2480,97,31,17556,27784,893,7164,10504,39948,5559,4565,7811,14934,7808,13674,30408,1354,14614,7851,6860,2710,45371,167087,石川1区,463254,17150,19063,19860,22912,26112,22120,23598,26031,30878,36959,30368,27258,25542,26678,33243,23812,16530,12413,6461,1810,275,14181,56073,271778,121222,61301,20959,275544
1702,17,石川2区,391740,6258,0.015974881298820645,石川2区,201573,4405,4217,111,70,15478,54096,727,3357,9616,30368,3173,2214,4871,10970,6951,9610,23952,1955,10368,6586,2695,4516,69644,124718,石川2区,391740,15586,17473,18834,19441,19047,18089,19721,22274,26347,31417,25414,22626,21819,24544,30086,21605,14862,10736,5547,1677,309,4286,51893,226195,109366,54736,18269,231298
1703,17,石川3区,277532,2629,0.009472781517086318,石川3区,136532,5941,5597,1648,67,12404,26026,1252,1408,6035,19951,2278,1126,2584,7654,4487,6417,20304,2136,7991,5034,1789,7589,38497,88657,石川3区,277532,8184,9914,11032,12368,9885,10020,10611,12304,15627,19172,17285,17371,18767,22124,26867,19250,15040,11477,6194,1782,338,1920,29130,143410,103072,54081,19791,153166
1801,18,福井1区,450734,6736,0.014944512728127898,福井1区,232963,7077,6723,157,46,20454,45453,1129,4241,9869,35981,5962,2878,6385,11844,7923,12519,32139,2681,12601,8380,5244,7234,65953,154532,福井1区,450734,16254,18731,20521,20859,19720,19494,21765,24546,28012,32727,28407,28612,28320,30938,34277,25344,19792,15203,7947,2313,369,6583,55506,252462,136183,70968,25832,262541
1802,18,福井2区,316129,7060,0.02233265534006687,福井2区,162802,4625,4397,781,58,16214,40139,3648,1489,5974,21320,2691,1323,4460,8128,4554,7207,20059,1941,9569,5377,3245,5406,56411,97740,福井2区,316129,11779,13477,14782,14342,12050,14280,15568,17181,20156,22779,19563,19720,19883,22082,24061,17590,13886,10962,5972,1679,269,4068,40038,175522,96501,50358,18882,183262
1901,19,山梨1区,507444,10529,0.020749087584048684,山梨1区,244990,12514,12125,38,156,17991,49296,1209,3900,9735,36614,5276,3884,6619,13918,8642,13004,32776,2395,12710,9836,4477,12552,67443,160518,山梨1区,507444,17554,19540,21675,24208,21969,21606,23365,26753,31636,37103,34553,32584,31168,34149,37136,28650,21953,16132,8790,2754,464,13702,58769,284945,150028,78743,28140,294886
1902,19,山梨2区,302530,3464,0.011450104121905266,山梨2区,153588,13778,13344,62,45,11995,30238,600,1705,5496,20108,2544,1952,3078,12355,6747,6945,18137,1730,7619,6030,2424,13840,42278,95046,山梨2区,302530,9438,11178,12244,14758,13685,12156,13058,14804,16858,20903,21132,20617,20717,22830,23018,17964,14149,10329,5592,1700,274,5126,32860,168688,95856,50008,17895,176760
2001,20,長野1区,503198,4751,0.00944161145314568,長野1区,255009,22721,22294,19,55,20198,36518,1357,6705,11194,37718,6674,3704,7169,13665,8223,11131,33430,3144,13869,9698,7817,22740,56771,167681,長野1区,503198,16799,19771,21753,22107,18243,19513,22007,25873,31893,37322,33398,31616,30814,33355,37260,28822,22543,17071,9558,2701,443,20336,58323,272786,151753,81138,29773,284034
2002,20,長野2区,451850,6051,0.013391612260705987,長野2区,226993,18325,17902,68,89,16792,37860,1147,3477,10173,33931,4024,3367,5705,14943,7662,10222,31765,2786,11146,7204,6307,18393,54741,147552,長野2区,451850,15356,17924,19720,20845,17835,18314,19943,23675,29030,34377,30850,28088,26902,30088,34506,27056,21434,16419,9259,2795,433,7001,53000,249859,141990,77396,28906,259102
2003,20,長野3区,471170,9021,0.019145955812127257,長野3区,230116,19717,19187,48,55,15728,52912,902,2607,7638,31925,3342,3091,5231,14888,8042,9478,30333,2964,10281,6651,4283,19765,68695,137373,長野3区,471170,16093,18943,20693,21137,17953,19486,22205,24622,29587,33867,30700,29779,29922,33423,36201,28734,21785,17031,9967,3008,462,5572,55729,259258,150611,80987,30468,271544
2004,20,長野4区,286555,4820,0.016820505662089303,長野4区,145147,8427,7895,22,47,9653,40499,667,1711,4940,19330,2038,1624,3178,9015,4961,5801,18715,1753,6748,4302,1716,8449,50199,84783,長野4区,286555,9804,11316,12667,12713,10811,12131,12937,14672,18186,21571,19307,17199,16875,19121,22500,18755,14604,10555,6171,1755,271,2634,33787,156402,93732,52111,18752,162810
2005,20,長野5区,335238,6848,0.020427278530476854,長野5区,177016,17031,16353,33,114,12892,47409,843,1113,5948,21118,2567,1261,4212,8116,5228,7077,23844,2216,7438,5131,3425,17064,60415,96112,長野5区,335238,11938,14250,15846,14722,11915,13630,14849,17099,20977,23951,21301,20686,20994,23257,25158,20650,16512,12935,7666,2350,328,4224,42034,180124,108856,60441,23279,188659
2101,21,岐阜1区,402557,6362,0.015803973101945812,岐阜1区,194500,2829,2731,25,33,14689,30105,1117,3760,8438,32512,5782,3464,7322,11526,7215,11524,27019,1280,12402,7126,6332,2854,44827,140487,岐阜1区,402557,13623,15552,16585,18437,18823,16421,17596,20210,23904,29689,27044,24817,22452,24130,28724,23351,18100,11892,5344,1354,198,24311,45760,219393,113093,60239,18788,225086
2102,21,岐阜2区,358439,9089,0.025357173745044485,岐阜2区,176741,5226,5102,37,183,13826,47802,515,2936,9460,25288,3981,1850,4178,7771,5482,7845,21071,1475,9474,4720,3621,5263,61811,106046,岐阜2区,358439,11749,14940,16739,18042,16437,15038,16593,19185,22923,27508,23635,22568,22234,25391,28473,21319,15920,10715,5097,1399,196,2338,43428,204163,108510,54646,17407,211512
2103,21,岐阜3区,495524,11057,0.0223137527142984,岐阜3区,241339,4953,4728,39,73,18957,62641,907,3392,11586,35373,4742,2931,6462,11464,8184,10659,29687,1832,13123,8902,5432,4992,81671,149244,岐阜3区,495524,18581,21876,23862,25189,24122,22251,24619,27789,32726,39320,32695,29756,27833,32194,37342,28262,20293,13165,6300,1713,266,5370,64319,286300,139535,69999,21444,293305
2104,21,岐阜4区,398648,15447,0.0387484698280187,岐阜4区,200222,10364,9357,85,112,17407,48898,1026,1370,8293,27063,3094,1888,4362,13517,7626,8494,24974,2549,9990,6243,2867,10449,66417,120489,岐阜4区,398648,14077,17075,18256,17683,14684,15904,18185,21250,24811,28591,25000,24868,25088,28352,32304,23995,19361,14213,7412,2153,335,5051,49408,216064,128125,67469,24113,226733
2105,21,岐阜5区,323574,7024,0.021707553758954674,岐阜5区,159926,3879,3577,8,93,11305,43972,666,1990,7940,24610,2643,1632,4265,7412,6408,7021,19309,1596,7760,4322,3095,3887,55370,97574,岐阜5区,323574,10430,12960,14215,14869,13486,13356,14675,16886,19546,23153,21317,21112,20895,23100,26207,20031,15875,11414,6007,1593,261,2186,37605,179295,104488,55181,19275,187526
2201,22,静岡1区,462323,7024,0.015192841368480477,静岡1区,230125,4457,4198,133,35,18407,31941,1407,5994,11938,41433,6767,5132,7802,12751,7958,12037,30051,1445,15908,8042,6487,4590,50383,168665,静岡1区,462323,16074,18349,19347,20155,21297,22138,23311,26206,29419,35905,32531,29287,27001,29590,33347,27379,20922,14178,6757,1856,292,6982,53770,267250,134321,71384,23083,276685
2202,22,静岡2区,452533,10889,0.024062333575672935,静岡2区,234029,9675,9488,822,130,16664,66950,1098,2580,13801,33241,4298,2834,5643,9775,7056,9333,25643,2113,11741,6570,4062,10497,83744,135726,静岡2区,452533,15629,19280,21005,20345,17728,19180,22409,25725,29664,33809,29558,28507,28968,31896,35204,26947,20505,14213,6997,1981,278,2705,55914,255893,138021,70921,23469,267444
2203,22,静岡3区,465839,20500,0.0440066203130266,静岡3区,241849,12161,12055,382,82,14613,82231,1417,1794,14241,29344,3336,2240,5638,10172,7357,9483,23572,2353,11743,5538,4152,12543,96926,128228,静岡3区,465839,18434,21404,22514,21214,18737,22163,25569,29134,31853,34398,28380,27909,29339,32675,33508,23175,17789,12869,6973,2009,338,5455,62352,268696,129336,63153,22189,280157
2204,22,静岡4区,373922,5010,0.013398516268098695,静岡4区,185774,5044,4911,359,37,14728,49352,731,2400,11610,27118,3605,2240,4655,8568,6166,7815,20756,1141,11076,3838,4535,5403,64117,111719,静岡4区,373922,11537,14337,15937,16992,15498,15554,17377,19968,23342,28725,25941,23675,22976,26716,30366,24276,17940,11788,5685,1532,229,3531,41811,210048,118532,61450,19234,219772
2205,22,静岡5区,531311,9124,0.017172616414868128,静岡5区,262768,6367,6157,73,27,17998,67502,874,3723,15003,37349,4657,3825,8993,14703,10110,11765,29896,1780,14539,12624,960,6440,85527,169841,静岡5区,531311,19306,22654,24617,24851,22002,24481,27622,30960,35564,42183,38065,34095,31595,35210,37757,30307,22491,14375,6838,1927,267,4144,66577,311418,149172,76205,23407,321777
2206,22,静岡6区,498671,7847,0.015735825825042963,静岡6区,228009,6980,6701,995,42,17382,36104,1031,3790,10258,35632,4518,4489,6587,24777,9690,10131,29701,2170,14109,6513,3110,7975,53528,163396,静岡6区,498671,13767,16709,19389,20029,17047,19074,20816,23314,28866,37122,35233,32401,31721,37558,44813,37279,27616,18449,9201,2558,431,5278,49865,265623,177905,95534,30639,283152
2207,22,静岡7区,384238,10251,0.02667877721620454,静岡7区,197279,11718,11314,797,37,13214,59704,525,1750,8958,26002,2559,2114,4297,8764,6085,8755,23826,1922,9107,4730,2415,12515,72955,109394,静岡7区,384238,13877,17422,18556,18068,15072,15826,18684,22523,25569,28918,24874,23766,23832,26455,28664,21624,16846,12502,6571,2052,319,2218,49855,217132,115033,59914,21444,225519
2208,22,静岡8区,464365,15401,0.03316572093073337,静岡8区,237215,3011,2978,60,24,16532,60135,835,3695,12341,38841,5248,4605,7302,13050,8470,11738,28189,1600,11963,6186,3390,3071,76691,154063,静岡8区,464365,18152,19699,20728,20941,21492,23199,25095,28075,30530,36663,32690,29370,27143,27703,31013,24542,18771,12664,5532,1497,240,8626,58579,275198,121962,63246,19933,281960
2301,23,愛知1区,491530,17650,0.03590828637112689,愛知1区,223713,278,276,3,9,14396,31148,1168,11188,9996,41165,6677,7538,11882,15587,8123,9714,23577,1124,16375,6497,7268,281,45553,170611,愛知1区,491530,17180,16414,15965,16881,25060,32093,30701,30828,32379,37639,34267,29962,24760,25170,29330,23438,18618,12638,5636,1337,213,31021,49559,294570,116380,61880,19824,302859
2302,23,愛知2区,506587,12328,0.0243354053696601,愛知2区,226925,519,498,3,20,15128,27989,1563,8516,8849,41264,6841,7448,11865,12962,7662,15668,29651,910,14740,8299,7028,522,43137,176238,愛知2区,506587,20760,23318,22824,22531,25894,24639,26297,31173,34901,40837,35970,30807,25000,25649,30223,24188,18107,12392,5505,1376,222,23974,66902,298049,117662,61790,19495,301167
2303,23,愛知3区,521218,11629,0.02231120183876996,愛知3区,235818,891,881,5,8,15217,40358,1370,8417,10213,40504,6038,6683,10706,12412,7751,15763,32681,981,14039,5210,6571,896,55583,172768,愛知3区,521218,23136,24015,23664,24447,28797,28149,29907,33510,36070,41543,37018,32452,26790,26578,30339,24589,18339,11840,5272,1379,231,13153,70815,318683,118567,61650,18722,320814
2304,23,愛知4区,453514,17317,0.038184047239997,愛知4区,204505,544,540,2,7,15093,37619,1296,5324,17574,35406,3778,4931,7341,11158,6804,8445,24088,983,14695,4027,5390,546,52719,145850,愛知4区,453514,15779,16388,17297,18260,22151,23857,23877,25788,27627,33300,30014,28245,25315,26976,31847,25085,19080,12949,5635,1562,206,22276,49464,258434,123340,64517,20352,267150
2305,23,愛知5区,426679,11778,0.02760388957506697,愛知5区,195459,854,845,7,4,15303,31636,891,7024,14185,35537,3954,4977,7191,12013,6901,7307,21633,799,14736,3783,6724,861,46943,140931,愛知5区,426679,15943,15498,15999,16944,22827,27612,26497,26044,27551,32406,28410,25464,21177,22330,26975,22116,17119,11086,4440,1152,175,18914,47440,254932,105393,56088,16853,260318
2306,23,愛知6区,436473,10628,0.024349730682081138,愛知6区,205092,1389,1369,8,78,15746,45817,1166,4834,12281,32276,3792,3622,7203,10027,6641,9654,25133,1158,12323,6301,5643,1397,61641,136411,愛知6区,436473,16881,19267,20586,21612,21622,20284,22119,24600,30027,36789,30908,25781,21919,24610,31635,26596,18548,10550,4431,1186,171,6351,56734,255661,117727,61482,16338,258659
2307,23,愛知7区,441147,10294,0.0233346254196447,愛知7区,210095,1970,1957,4,30,13661,51335,1036,5604,9242,32474,3835,4040,8510,10374,6450,11769,25854,1183,11961,5638,5125,1974,65026,137970,愛知7区,441147,20124,22107,22057,22495,22753,21725,24417,27901,31128,36699,30584,24584,19928,21215,26065,21673,14754,8863,3862,1032,151,17030,64288,262214,97615,50335,13908,260934
2308,23,愛知8区,535372,12213,0.0228121754593068,愛知8区,260123,5567,5559,1374,14,18410,73744,1547,3707,16733,35207,3684,3644,6152,13576,7775,9954,29085,1976,15178,6091,6705,6941,92168,154309,愛知8区,535372,21449,24898,25888,26611,28643,27367,29399,32097,36033,42426,35998,31923,28464,30314,35976,28946,20967,12642,5674,1467,223,7967,72235,318961,136209,69919,20006,322664
2309,23,愛知9区,459985,11194,0.024335576160092177,愛知9区,228001,7145,7136,86,5,18213,48726,968,4521,17277,36181,4095,3711,6439,11415,6597,9198,25378,1679,14015,5733,6619,7231,66944,147207,愛知9区,459985,16738,19442,21408,22700,23061,21726,22398,25415,30618,39329,33243,28563,24459,27019,33947,28149,19879,11410,4784,1257,183,4257,57588,271512,126628,65662,17634,275831
2310,23,愛知10区,428056,8095,0.018911077055338555,愛知10区,195072,1830,1825,10,6,13626,41940,887,4252,15235,31657,4302,3604,6466,9444,6244,7896,23901,1035,12159,4628,5950,1840,55572,131710,愛知10区,428056,16315,18360,20020,20682,20302,19803,21356,23713,27989,35891,31289,26662,22222,24600,29590,25020,18849,10880,4366,1071,162,8914,54695,249909,114538,60348,16479,253827
2311,23,愛知11区,484282,18000,0.03716842666049946,愛知11区,240792,3945,3743,25,46,11431,93164,586,3361,10909,26484,2814,2827,7798,11364,6870,9519,21934,1582,13902,4411,7820,3970,104641,124361,愛知11区,484282,19607,22164,23575,26206,28795,28077,28347,30779,33394,39323,33695,28158,24899,26391,30990,22947,14724,8479,3921,1031,162,8618,65346,301673,108645,51264,13593,301858
2312,23,愛知12区,553700,19796,0.03575221238938053,愛知12区,278089,5726,5650,770,48,17192,93521,1115,3485,12081,37445,5024,3760,8766,13086,8287,10880,27429,1711,14270,5669,7824,6496,110761,153008,愛知12区,553700,23378,26981,27391,26999,27553,29582,32293,35616,38778,44086,37172,33133,30482,32556,35940,26231,18402,12352,5831,1516,223,7205,77750,335694,133051,64555,19922,341251
2313,23,愛知13区,532581,24873,0.046702755073876084,愛知13区,262652,4477,4467,133,41,12289,103214,774,4659,11857,30967,3863,3288,7928,12259,6484,9765,23478,1367,13637,4972,7200,4610,115544,135298,愛知13区,532581,23904,25352,25920,27205,30185,33614,34848,35159,37293,42883,37674,32138,25408,26418,29755,22497,16205,10349,4508,1135,161,9970,75176,336407,111028,54855,16153,335620
2314,23,愛知14区,359399,11321,0.031499809404032846,愛知14区,186500,9293,9044,178,82,12288,58490,653,1571,7606,23709,2771,1969,4054,8963,6407,6925,20614,1959,8945,6110,3913,9471,70860,102256,愛知14区,359399,13957,16248,17091,17395,16572,17109,18882,21104,23339,27835,23274,21820,20580,22439,26197,20174,15199,10399,5100,1415,234,3036,47296,207910,101157,52521,17148,212954
2315,23,愛知15区,431280,18068,0.0418938972361343,愛知15区,222649,19168,19144,463,40,14829,58328,939,1959,10316,30835,3695,2738,5285,11182,7162,8862,23265,1908,11027,4269,6379,19631,73197,123442,愛知15区,431280,16327,19319,20334,20456,21533,20634,22727,25922,28837,33888,29017,26955,24951,26076,29995,22340,16257,10975,5128,1449,235,7925,55980,254920,112455,56384,17787,260540
2316,23,愛知16区,480612,16185,0.033675813337994055,愛知16区,229953,2329,2322,6,16,14299,61244,836,4381,19452,33658,3472,3577,6761,10874,6705,9116,23982,1273,13800,7328,6844,2335,75559,145215,愛知16区,480612,18345,21089,22940,23478,24446,23845,25030,27720,32761,40315,34222,27883,23484,26338,33306,28372,19653,10765,4532,1072,170,10846,62374,283184,124208,64564,16539,286044
2401,24,三重1区,433682,11236,0.025908384484484022,三重1区,206140,5582,5321,230,38,13815,40376,1393,2698,9196,29279,5122,2884,5613,9909,6901,11479,30924,1977,12107,9767,6850,5812,54229,139249,三重1区,433682,15468,17881,19460,20002,19772,19110,21333,23641,27563,32753,28642,27443,26521,28231,31630,25036,19872,14455,7174,1844,288,5563,52809,246780,128530,68669,23761,255009
2402,24,三重2区,497672,17458,0.03507932935748847,三重2区,237858,6718,6590,152,54,14819,69329,966,2059,14773,31078,3703,2538,5003,10250,8268,9851,27492,1917,13911,6188,8789,6870,84202,137997,三重2区,497672,16853,20023,21885,23186,21370,22131,24056,26723,31169,37318,31989,30414,28460,32078,36352,27532,19885,13426,6682,1747,267,24126,58761,276816,137969,69539,22122,285708
2403,24,三重3区,500506,13041,0.02605563170071887,三重3区,241744,3408,3354,173,104,16253,67534,1376,3347,14999,34232,5056,3388,6549,11413,8360,9965,25645,1649,13874,5899,8520,3581,83891,145752,三重3区,500506,19000,21874,23115,23717,24430,25734,26571,29391,33863,41056,35016,31588,27609,29710,34612,27058,19274,12314,5504,1500,207,7363,63989,298975,130179,65857,19525,304968
2404,24,三重4区,338394,2986,0.008824033523053009,三重4区,160026,6215,5728,3977,141,11744,25758,653,1037,6356,23875,2601,1619,3286,12425,5533,7512,23647,2334,9165,6910,5238,10192,37643,106953,三重4区,338394,9882,11981,13668,13916,11190,11421,13399,15865,18397,22792,21748,22788,22965,26407,29550,23873,20132,15241,7675,2189,328,2987,35531,174481,125395,69438,25433,186972
2501,25,滋賀1区,391447,4497,0.011488145266153528,滋賀1区,174504,2841,2693,131,15,10970,28440,930,3507,6972,27066,4208,3318,6982,10244,6005,11415,26271,1140,10820,7736,5493,2972,39425,126614,滋賀1区,391447,14995,17222,18224,19297,18403,16338,18839,21607,25351,30215,26399,24924,23242,24911,28665,21171,15066,10527,5298,1354,234,9165,50441,224615,107226,53650,17413,230229
2502,25,滋賀2区,532863,12696,0.023826011563947955,滋賀2区,262887,7958,7761,215,91,15081,80222,866,2026,12906,34700,4126,2606,6349,12458,7027,13047,30730,2439,14079,7185,8776,8173,95394,150544,滋賀2区,532863,20467,24585,25601,26435,25432,24684,27758,31074,35329,38884,33472,31785,31181,34303,36783,27443,20883,15227,7983,2288,397,10869,70653,306034,145307,74221,25895,313902
2503,25,滋賀3区,489300,11511,0.023525444512568976,滋賀3区,229211,4777,4670,49,55,11694,65821,629,3073,11014,31185,4161,3494,6719,10720,8342,11621,27347,1532,13059,6786,7133,4826,77570,139682,滋賀3区,489300,21329,23987,24959,25618,27203,24240,27032,30770,35140,40048,31901,27503,24677,27282,30822,22583,15482,10041,5013,1352,203,12115,70275,294132,112778,54674,16609,295796
